OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,ActivityEndDate,ActivityEndTime.Time,ActivityEndTime.TimeZoneCode,ActivityDepthHeightMeasure.MeasureValue,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure.MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure.MeasureValue,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,PreparationStartDate,ProviderName,ActivityStartTime.TimeZoneCode_offset,ActivityStartDateTime,ActivityEndTime.TimeZoneCode_offset,ActivityEndDateTime
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200411,Sample-Routine,Water,Surface Water,2021-12-14,13:00:00,CST,2021-12-17,07:35:59,CST,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-441520088045002,10,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.261,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,CL179,USGS,"Phosphorus, wu,FIA EPA365.4 (WI)",NA,University of Wisconsin Extension,2022-01-13,NA,NA,NA,NA,2022-01-11,NWIS,6,2021-12-14T19:00:00Z,6,2021-12-17T13:35:59Z
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200410,Sample-Routine,Water,Surface Water,2021-12-14,22:15:00,CST,2021-12-16,02:30:59,CST,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-442114088085701,3,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Dissolved,49.8,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,FCN01,USGS,"Chloride,wf,FIA ferricyanide(WI)",NA,University of Wisconsin Extension,2022-01-11,NA,NA,NA,NA,2022-01-11,NWIS,6,2021-12-15T04:15:00Z,6,2021-12-16T08:30:59Z
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200410,Sample-Routine,Water,Surface Water,2021-12-14,22:15:00,CST,2021-12-16,02:30:59,CST,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-442114088085701,3,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.561,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,CL179,USGS,"Phosphorus, wu,FIA EPA365.4 (WI)",NA,University of Wisconsin Extension,2022-01-13,NA,NA,NA,NA,2022-01-11,NWIS,6,2021-12-15T04:15:00Z,6,2021-12-16T08:30:59Z
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200414,Sample-Routine,Water,Surface Water,2021-12-15,09:20:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085108,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.311,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,CL179,USGS,"Phosphorus, wu,FIA EPA365.4 (WI)",NA,University of Wisconsin Extension,2022-01-13,NA,NA,NA,NA,2022-01-11,NWIS,6,2021-12-15T15:20:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200414,Sample-Routine,Water,Surface Water,2021-12-15,09:20:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085108,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Dissolved,71.0,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,FCN01,USGS,"Chloride,wf,FIA ferricyanide(WI)",NA,University of Wisconsin Extension,2022-01-11,NA,NA,NA,NA,2022-01-11,NWIS,6,2021-12-15T15:20:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200409,Sample-Routine,Water,Surface Water,2021-12-15,09:42:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-442119088085501,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.732,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,CL179,USGS,"Phosphorus, wu,FIA EPA365.4 (WI)",NA,University of Wisconsin Extension,2022-01-13,NA,NA,NA,NA,2022-01-11,NWIS,6,2021-12-15T15:42:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200409,Sample-Routine,Water,Surface Water,2021-12-15,09:42:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-442119088085501,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Dissolved,43.9,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,FCN01,USGS,"Chloride,wf,FIA ferricyanide(WI)",NA,University of Wisconsin Extension,2022-01-11,NA,NA,NA,NA,2022-01-11,NWIS,6,2021-12-15T15:42:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200422,Sample-Routine,Water,Surface Water,2021-12-15,10:20:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04084911,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Dissolved,217,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,FCN01,USGS,"Chloride,wf,FIA ferricyanide(WI)",NA,University of Wisconsin Extension,2022-01-11,sample was diluted,NA,NA,NA,2022-01-11,NWIS,6,2021-12-15T16:20:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200422,Sample-Routine,Water,Surface Water,2021-12-15,10:20:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04084911,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.303,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,CL179,USGS,"Phosphorus, wu,FIA EPA365.4 (WI)",NA,University of Wisconsin Extension,2022-01-13,NA,NA,NA,NA,2022-01-11,NWIS,6,2021-12-15T16:20:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200460,Sample-Routine,Water,Surface Water,2021-12-15,13:25:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04072076,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Dissolved,0.091,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00666,NA,NA,NA,NA,NA,AKP03,USGS,"Nutrients, wf, persulfate (NE)",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,6,2021-12-15T19:25:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200460,Sample-Routine,Water,Surface Water,2021-12-15,13:25:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04072076,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.21,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,6,2021-12-15T19:25:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200415,Sample-Routine,Water,Surface Water,2021-12-15,14:35:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085108,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Dissolved,70.9,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,FCN01,USGS,"Chloride,wf,FIA ferricyanide(WI)",NA,University of Wisconsin Extension,2022-01-11,NA,NA,NA,NA,2022-01-11,NWIS,6,2021-12-15T20:35:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200415,Sample-Routine,Water,Surface Water,2021-12-15,14:35:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085108,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.372,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,CL179,USGS,"Phosphorus, wu,FIA EPA365.4 (WI)",NA,University of Wisconsin Extension,2022-01-13,NA,NA,NA,NA,2022-01-11,NWIS,6,2021-12-15T20:35:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200423,Sample-Routine,Water,Surface Water,2021-12-15,18:20:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04084911,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.351,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,CL179,USGS,"Phosphorus, wu,FIA EPA365.4 (WI)",NA,University of Wisconsin Extension,2022-01-13,NA,NA,NA,NA,2022-01-11,NWIS,6,2021-12-16T00:20:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200423,Sample-Routine,Water,Surface Water,2021-12-15,18:20:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04084911,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Dissolved,174,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,FCN01,USGS,"Chloride,wf,FIA ferricyanide(WI)",NA,University of Wisconsin Extension,2022-01-11,sample was diluted,NA,NA,NA,2022-01-11,NWIS,6,2021-12-16T00:20:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200461,Sample-Routine,Water,Surface Water,2021-12-15,19:25:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04072076,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.26,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,6,2021-12-16T01:25:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200461,Sample-Routine,Water,Surface Water,2021-12-15,19:25:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04072076,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Dissolved,0.125,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00666,NA,NA,NA,NA,NA,AKP03,USGS,"Nutrients, wf, persulfate (NE)",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,6,2021-12-16T01:25:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200424,Sample-Routine,Water,Surface Water,2021-12-15,22:20:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04084911,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Dissolved,125,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,FCN01,USGS,"Chloride,wf,FIA ferricyanide(WI)",NA,University of Wisconsin Extension,2022-01-11,sample was diluted,NA,NA,NA,2022-01-11,NWIS,6,2021-12-16T04:20:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200424,Sample-Routine,Water,Surface Water,2021-12-15,22:20:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04084911,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.650,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,CL179,USGS,"Phosphorus, wu,FIA EPA365.4 (WI)",NA,University of Wisconsin Extension,2022-01-13,sample was diluted,NA,NA,NA,2022-01-11,NWIS,6,2021-12-16T04:20:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200465,Sample-Routine,Water,Surface Water,2021-12-15,22:30:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085078,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Dissolved,0.042,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00666,NA,NA,NA,NA,NA,AKP03,USGS,"Nutrients, wf, persulfate (NE)",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,6,2021-12-16T04:30:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200465,Sample-Routine,Water,Surface Water,2021-12-15,22:30:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085078,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.08,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,6,2021-12-16T04:30:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200416,Sample-Routine,Water,Surface Water,2021-12-15,22:55:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085108,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Dissolved,77.1,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,FCN01,USGS,"Chloride,wf,FIA ferricyanide(WI)",NA,University of Wisconsin Extension,2022-01-11,NA,NA,NA,NA,2022-01-11,NWIS,6,2021-12-16T04:55:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200416,Sample-Routine,Water,Surface Water,2021-12-15,22:55:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085108,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.392,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,CL179,USGS,"Phosphorus, wu,FIA EPA365.4 (WI)",NA,University of Wisconsin Extension,2022-01-13,NA,NA,NA,NA,2022-01-11,NWIS,6,2021-12-16T04:55:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200455,Sample-Routine,Water,Surface Water,2021-12-15,23:50:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-040850684,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Dissolved,0.100,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00666,NA,NA,NA,NA,NA,AKP03,USGS,"Nutrients, wf, persulfate (NE)",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,6,2021-12-16T05:50:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200455,Sample-Routine,Water,Surface Water,2021-12-15,23:50:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-040850684,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.15,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,6,2021-12-16T05:50:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200462,Sample-Routine,Water,Surface Water,2021-12-16,01:25:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04072076,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.42,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,6,2021-12-16T07:25:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200462,Sample-Routine,Water,Surface Water,2021-12-16,01:25:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04072076,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Dissolved,0.253,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00666,NA,NA,NA,NA,NA,AKP03,USGS,"Nutrients, wf, persulfate (NE)",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,6,2021-12-16T07:25:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200425,Sample-Routine,Water,Surface Water,2021-12-16,02:20:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04084911,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.711,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,CL179,USGS,"Phosphorus, wu,FIA EPA365.4 (WI)",NA,University of Wisconsin Extension,2022-01-13,NA,NA,NA,NA,2022-01-11,NWIS,6,2021-12-16T08:20:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200425,Sample-Routine,Water,Surface Water,2021-12-16,02:20:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04084911,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Dissolved,95.4,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,FCN01,USGS,"Chloride,wf,FIA ferricyanide(WI)",NA,University of Wisconsin Extension,2022-01-11,NA,NA,NA,NA,2022-01-11,NWIS,6,2021-12-16T08:20:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200466,Sample-Routine,Water,Surface Water,2021-12-16,07:10:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085078,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.12,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,6,2021-12-16T13:10:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200466,Sample-Routine,Water,Surface Water,2021-12-16,07:10:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085078,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Dissolved,0.082,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00666,NA,NA,NA,NA,NA,AKP03,USGS,"Nutrients, wf, persulfate (NE)",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,6,2021-12-16T13:10:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200417,Sample-Routine,Water,Surface Water,2021-12-16,07:15:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085108,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.424,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,CL179,USGS,"Phosphorus, wu,FIA EPA365.4 (WI)",NA,University of Wisconsin Extension,2022-01-13,NA,NA,NA,NA,2022-01-11,NWIS,6,2021-12-16T13:15:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200417,Sample-Routine,Water,Surface Water,2021-12-16,07:15:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085108,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Dissolved,83.4,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,FCN01,USGS,"Chloride,wf,FIA ferricyanide(WI)",NA,University of Wisconsin Extension,2022-01-11,NA,NA,NA,NA,2022-01-11,NWIS,6,2021-12-16T13:15:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200463,Sample-Routine,Water,Surface Water,2021-12-16,09:25:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04072076,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.31,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,6,2021-12-16T15:25:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200463,Sample-Routine,Water,Surface Water,2021-12-16,09:25:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04072076,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Dissolved,0.226,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00666,NA,NA,NA,NA,NA,AKP03,USGS,"Nutrients, wf, persulfate (NE)",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,6,2021-12-16T15:25:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02200456,Sample-Routine,Water,Surface Water,2021-12-16,09:30:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-040850684,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Dissolved,0.338,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00666,NA,NA,NA,NA,NA,AKP03,USGS,"Nutrients, wf, persulfate (NE)",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,6,2021-12-16T15:30:00Z,NA,NA
